id,date,type,category,description,amount,currency,merchantId,merchantName,mcc,isRecurring,essentiality,labelRecurring,labelEssential
txn_2645,2025-04-14,income,bonus,Bonus payment,3363.7,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_2646,2025-01-13,expense,shopping,Shopping expense,335.72,INR,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2647,2025-04-13,expense,coffee,Coffee expense,65.89,INR,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_2648,2025-05-05,income,dividend,Dividend payment,1985.51,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2649,2025-01-24,expense,entertainment,Entertainment expense,575.92,INR,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_2650,2025-12-28,expense,mobile,Mobile expense,352.5,GBP,m_o2,O2,4814,True,essential,1,1
txn_2651,2025-01-31,income,bonus,Bonus payment,2244.0,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_2652,2025-08-13,expense,utilities,Utilities expense,82.3,GBP,m_britishgas,British Gas,4900,True,essential,1,1
txn_2653,2025-02-07,expense,transport,Transport expense,524.62,INR,m_tfl,Transport for London,4111,False,essential,0,1
txn_2654,2025-10-29,expense,internet,Internet expense,54.63,USD,m_sky,Sky,4899,True,essential,1,1
txn_2655,2025-05-06,expense,internet,Internet expense,319.55,GBP,m_bt,BT,4814,True,essential,1,1
txn_2656,2025-05-30,expense,subscriptions,Subscriptions expense,462.4,USD,m_spotify,Spotify,4899,True,discretionary,1,0
txn_2657,2025-12-25,expense,shopping,Shopping expense,543.25,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2658,2025-08-17,expense,transport,Transport expense,194.12,USD,m_tfl,Transport for London,4111,False,essential,0,1
txn_2659,2025-04-27,expense,dining,Dining expense,407.25,GBP,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_2660,2025-12-27,expense,transport,Transport expense,73.28,GBP,m_uber,Uber,4121,False,essential,0,1
txn_2661,2025-07-30,expense,subscriptions,Subscriptions expense,30.72,INR,m_youtube,YouTube Premium,4899,True,discretionary,1,0
txn_2662,2025-09-28,income,salary,Salary payment,2349.72,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_2663,2025-01-17,expense,subscriptions,Subscriptions expense,324.21,GBP,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_2664,2025-05-25,expense,entertainment,Entertainment expense,47.18,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_2665,2025-02-17,expense,internet,Internet expense,96.62,GBP,m_bt,BT,4814,True,essential,1,1
txn_2666,2025-09-20,expense,mobile,Mobile expense,553.65,GBP,m_ee,EE,4814,True,essential,1,1
txn_2667,2025-11-09,expense,subscriptions,Subscriptions expense,45.7,USD,m_netflix,Netflix,4899,True,discretionary,1,0
txn_2668,2025-12-17,expense,utilities,Utilities expense,271.87,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2669,2025-03-19,expense,transport,Transport expense,389.41,GBP,m_tfl,Transport for London,4111,False,essential,0,1
txn_2670,2025-06-23,expense,rent,Rent expense,242.08,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2671,2025-05-31,income,salary,Salary payment,232.44,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_2672,2025-06-15,expense,dining,Dining expense,351.46,GBP,m_wagamama,Wagamama,5812,False,discretionary,0,0
txn_2673,2025-06-17,expense,subscriptions,Subscriptions expense,493.27,USD,m_microsoft,Microsoft,5734,True,discretionary,1,0
txn_2674,2025-07-01,expense,dining,Dining expense,464.25,USD,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_2675,2025-04-16,expense,rent,Rent expense,320.99,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2676,2025-01-21,expense,groceries,Groceries expense,197.82,GBP,m_aldi,ALDI,5411,False,essential,0,1
txn_2677,2025-06-11,expense,dining,Dining expense,183.15,USD,m_nandos,Nando's,5812,False,discretionary,0,0
txn_2678,2025-08-06,expense,dining,Dining expense,463.86,USD,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_2679,2025-01-14,income,salary,Salary payment,3369.8,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_2680,2025-07-12,income,interest,Interest payment,387.01,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2681,2025-08-13,expense,subscriptions,Subscriptions expense,229.54,USD,m_microsoft,Microsoft,5734,True,discretionary,1,0
txn_2682,2025-03-05,income,dividend,Dividend payment,3670.48,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2683,2025-09-22,income,salary,Salary payment,3774.64,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_2684,2025-11-06,expense,travel,Travel expense,116.21,GBP,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2685,2025-02-16,expense,utilities,Utilities expense,154.66,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2686,2025-02-27,expense,rent,Rent expense,229.26,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2687,2025-08-04,expense,shopping,Shopping expense,217.51,GBP,m_zara,Zara,5651,False,discretionary,0,0
txn_2688,2025-06-08,expense,health,Health expense,181.82,INR,m_nhs,NHS,8099,False,essential,0,1
txn_2689,2025-12-26,income,interest,Interest payment,260.23,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2690,2025-05-21,expense,rent,Rent expense,86.16,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2691,2025-05-08,income,freelance,Freelance payment,2170.76,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2692,2025-03-13,expense,rent,Rent expense,358.53,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2693,2025-04-18,expense,shopping,Shopping expense,371.3,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2694,2025-03-22,expense,internet,Internet expense,579.25,USD,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_2695,2025-12-09,income,freelance,Freelance payment,313.92,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2696,2025-04-15,expense,coffee,Coffee expense,373.9,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_2697,2025-01-15,expense,rent,Rent expense,533.51,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2698,2025-01-18,expense,travel,Travel expense,29.81,USD,m_trainline,Trainline,4112,False,discretionary,0,0
txn_2699,2025-07-13,expense,transport,Transport expense,61.87,USD,m_bolt,Bolt,4121,False,essential,0,1
txn_2700,2025-06-28,expense,travel,Travel expense,592.94,GBP,m_booking,Booking.com,7011,False,discretionary,0,0
txn_2701,2025-02-27,expense,travel,Travel expense,513.97,INR,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2702,2025-10-02,expense,coffee,Coffee expense,286.79,GBP,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_2703,2025-05-12,income,dividend,Dividend payment,2740.04,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2704,2025-02-19,expense,transport,Transport expense,133.15,USD,m_uber,Uber,4121,False,essential,0,1
txn_2705,2025-03-08,expense,dining,Dining expense,396.21,USD,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_2706,2025-02-18,expense,mobile,Mobile expense,64.93,GBP,m_o2,O2,4814,True,essential,1,1
txn_2707,2025-04-26,expense,shopping,Shopping expense,426.86,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2708,2025-08-25,expense,subscriptions,Subscriptions expense,539.92,GBP,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_2709,2025-06-17,expense,mobile,Mobile expense,442.37,USD,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2710,2025-01-18,expense,health,Health expense,30.72,INR,m_nhs,NHS,8099,False,essential,0,1
txn_2711,2025-04-12,expense,transport,Transport expense,381.51,GBP,m_uber,Uber,4121,False,essential,0,1
txn_2712,2025-05-02,income,salary,Salary payment,2373.93,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_2713,2025-09-05,expense,health,Health expense,521.98,USD,m_superdrug,Superdrug,5912,False,essential,0,1
txn_2714,2025-10-23,expense,utilities,Utilities expense,373.54,USD,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2715,2025-10-07,expense,health,Health expense,461.57,GBP,m_nhs,NHS,8099,False,essential,0,1
txn_2716,2025-06-22,expense,coffee,Coffee expense,205.91,USD,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_2717,2025-09-07,expense,health,Health expense,59.71,INR,m_nhs,NHS,8099,False,essential,0,1
txn_2718,2025-06-25,expense,groceries,Groceries expense,469.61,GBP,m_aldi,ALDI,5411,False,essential,0,1
txn_2719,2025-08-07,expense,groceries,Groceries expense,137.82,USD,m_lidl,Lidl,5411,False,essential,0,1
txn_2720,2025-08-23,expense,internet,Internet expense,428.19,GBP,m_sky,Sky,4899,True,essential,1,1
txn_2721,2025-03-06,expense,utilities,Utilities expense,262.83,GBP,m_britishgas,British Gas,4900,True,essential,1,1
txn_2722,2025-02-12,expense,travel,Travel expense,492.38,USD,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2723,2025-09-19,income,salary,Salary payment,954.97,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_2724,2025-07-01,expense,mobile,Mobile expense,516.24,USD,m_ee,EE,4814,True,essential,1,1
txn_2725,2025-09-26,income,dividend,Dividend payment,1075.61,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2726,2025-09-29,income,salary,Salary payment,2785.51,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_2727,2025-11-22,expense,subscriptions,Subscriptions expense,430.22,USD,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_2728,2025-10-04,expense,dining,Dining expense,168.5,INR,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_2729,2025-07-25,expense,utilities,Utilities expense,281.87,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2730,2025-03-11,expense,rent,Rent expense,46.77,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2731,2025-12-29,expense,dining,Dining expense,553.99,GBP,m_nandos,Nando's,5812,False,discretionary,0,0
txn_2732,2025-11-10,expense,rent,Rent expense,453.59,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2733,2025-03-13,income,freelance,Freelance payment,1686.71,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2734,2025-03-23,expense,mobile,Mobile expense,117.64,INR,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2735,2025-06-29,income,freelance,Freelance payment,3592.03,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2736,2025-03-05,expense,dining,Dining expense,267.14,USD,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_2737,2025-12-11,expense,rent,Rent expense,382.78,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2738,2025-09-24,expense,subscriptions,Subscriptions expense,377.87,GBP,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_2739,2025-08-30,expense,coffee,Coffee expense,493.7,INR,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_2740,2025-10-05,expense,transport,Transport expense,44.1,INR,m_bp,BP,5541,False,essential,0,1
txn_2741,2025-06-24,expense,travel,Travel expense,503.11,GBP,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_2742,2025-05-11,income,interest,Interest payment,2422.92,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2743,2025-12-30,expense,subscriptions,Subscriptions expense,176.08,INR,m_disney,Disney+,4899,True,discretionary,1,0
txn_2744,2025-09-25,income,freelance,Freelance payment,3503.57,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2745,2025-12-07,expense,travel,Travel expense,35.88,INR,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2746,2025-02-23,expense,entertainment,Entertainment expense,440.0,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_2747,2025-05-09,expense,travel,Travel expense,400.85,GBP,m_trainline,Trainline,4112,False,discretionary,0,0
txn_2748,2025-05-09,expense,rent,Rent expense,62.48,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2749,2025-09-06,expense,dining,Dining expense,355.47,INR,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_2750,2025-12-07,expense,internet,Internet expense,364.77,INR,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_2751,2025-10-17,expense,rent,Rent expense,361.79,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2752,2025-10-30,expense,mobile,Mobile expense,58.76,GBP,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2753,2025-05-03,expense,travel,Travel expense,431.54,INR,m_trainline,Trainline,4112,False,discretionary,0,0
txn_2754,2025-01-21,expense,utilities,Utilities expense,344.86,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2755,2025-09-25,income,interest,Interest payment,2742.46,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2756,2025-01-14,income,salary,Salary payment,2595.98,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_2757,2025-06-18,income,salary,Salary payment,2970.42,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_2758,2025-05-10,expense,shopping,Shopping expense,584.2,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2759,2025-05-08,expense,shopping,Shopping expense,276.01,GBP,m_argos,Argos,5311,False,discretionary,0,0
txn_2760,2025-11-22,expense,dining,Dining expense,335.97,USD,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_2761,2025-10-08,expense,subscriptions,Subscriptions expense,210.43,INR,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_2762,2025-03-30,expense,shopping,Shopping expense,212.38,GBP,m_johnlewis,John Lewis,5311,False,discretionary,0,0
txn_2763,2025-10-03,expense,shopping,Shopping expense,497.55,USD,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2764,2025-02-21,expense,health,Health expense,244.83,GBP,m_boots,Boots,5912,False,essential,0,1
txn_2765,2025-11-15,expense,subscriptions,Subscriptions expense,230.85,USD,m_youtube,YouTube Premium,4899,True,discretionary,1,0
txn_2766,2025-05-16,expense,shopping,Shopping expense,203.53,INR,m_ikea,IKEA,5712,False,discretionary,0,0
txn_2767,2025-08-13,expense,transport,Transport expense,195.01,USD,m_bolt,Bolt,4121,False,essential,0,1
txn_2768,2025-02-27,income,dividend,Dividend payment,2860.87,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2769,2025-10-14,expense,travel,Travel expense,371.85,USD,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2770,2025-02-08,income,dividend,Dividend payment,3675.85,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2771,2025-12-06,expense,transport,Transport expense,430.1,GBP,m_uber,Uber,4121,False,essential,0,1
txn_2772,2025-09-30,expense,travel,Travel expense,63.97,USD,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2773,2025-05-31,expense,shopping,Shopping expense,599.66,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2774,2025-08-15,expense,internet,Internet expense,94.7,USD,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_2775,2025-05-21,income,freelance,Freelance payment,1132.34,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2776,2025-04-26,expense,transport,Transport expense,9.43,USD,m_bp,BP,5541,False,essential,0,1
txn_2777,2025-05-05,expense,utilities,Utilities expense,249.89,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2778,2025-10-10,expense,travel,Travel expense,113.26,USD,m_trainline,Trainline,4112,False,discretionary,0,0
txn_2779,2025-09-23,expense,entertainment,Entertainment expense,158.37,INR,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_2780,2025-07-06,expense,travel,Travel expense,223.4,GBP,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_2781,2025-05-01,expense,groceries,Groceries expense,574.94,GBP,m_sainsbury,Sainsbury's,5411,False,essential,0,1
txn_2782,2025-03-10,expense,subscriptions,Subscriptions expense,323.89,USD,m_youtube,YouTube Premium,4899,True,discretionary,1,0
txn_2783,2025-03-07,income,dividend,Dividend payment,1391.24,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2784,2025-11-06,expense,entertainment,Entertainment expense,421.88,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_2785,2025-10-11,expense,utilities,Utilities expense,162.94,USD,m_britishgas,British Gas,4900,True,essential,1,1
txn_2786,2025-01-28,expense,utilities,Utilities expense,355.46,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2787,2025-02-03,expense,rent,Rent expense,336.86,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2788,2025-10-14,expense,utilities,Utilities expense,520.81,GBP,m_britishgas,British Gas,4900,True,essential,1,1
txn_2789,2025-03-17,income,salary,Salary payment,3827.99,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_2790,2025-05-22,expense,entertainment,Entertainment expense,359.45,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_2791,2025-08-09,expense,travel,Travel expense,130.69,USD,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2792,2025-08-20,expense,shopping,Shopping expense,141.07,GBP,m_johnlewis,John Lewis,5311,False,discretionary,0,0
txn_2793,2025-09-18,expense,subscriptions,Subscriptions expense,324.69,USD,m_spotify,Spotify,4899,True,discretionary,1,0
txn_2794,2025-12-15,expense,mobile,Mobile expense,33.68,GBP,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2795,2025-07-03,expense,mobile,Mobile expense,40.05,GBP,m_ee,EE,4814,True,essential,1,1
txn_2796,2025-07-31,expense,dining,Dining expense,587.91,USD,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_2797,2025-04-02,expense,health,Health expense,557.44,GBP,m_boots,Boots,5912,False,essential,0,1
txn_2798,2025-03-03,expense,travel,Travel expense,345.25,GBP,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_2799,2025-12-17,expense,travel,Travel expense,418.46,INR,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_2800,2025-03-12,expense,groceries,Groceries expense,188.09,USD,m_tesco,Tesco,5411,False,essential,0,1
txn_2801,2025-04-01,expense,utilities,Utilities expense,56.26,GBP,m_thameswater,Thames Water,4900,True,essential,1,1
txn_2802,2025-05-14,expense,shopping,Shopping expense,591.41,USD,m_johnlewis,John Lewis,5311,False,discretionary,0,0
txn_2803,2025-11-21,income,salary,Salary payment,2190.7,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_2804,2025-01-11,expense,internet,Internet expense,37.37,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_2805,2025-07-11,income,dividend,Dividend payment,247.8,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2806,2025-06-17,expense,subscriptions,Subscriptions expense,543.28,GBP,m_spotify,Spotify,4899,True,discretionary,1,0
txn_2807,2025-10-16,expense,transport,Transport expense,114.71,GBP,m_nationalrail,National Rail,4112,False,essential,0,1
txn_2808,2025-11-14,expense,shopping,Shopping expense,59.99,USD,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2809,2025-12-16,expense,mobile,Mobile expense,107.8,GBP,m_ee,EE,4814,True,essential,1,1
txn_2810,2025-08-14,expense,internet,Internet expense,91.01,USD,m_bt,BT,4814,True,essential,1,1
txn_2811,2025-08-16,income,dividend,Dividend payment,3575.29,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2812,2025-03-03,expense,coffee,Coffee expense,66.45,GBP,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_2813,2025-12-16,income,salary,Salary payment,2091.07,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_2814,2025-11-05,income,interest,Interest payment,3728.7,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2815,2025-10-08,expense,groceries,Groceries expense,401.89,INR,m_waitrose,Waitrose,5411,False,essential,0,1
txn_2816,2025-02-03,expense,transport,Transport expense,145.19,GBP,m_tfl,Transport for London,4111,False,essential,0,1
txn_2817,2025-09-09,income,salary,Salary payment,1561.62,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_2818,2025-09-03,expense,internet,Internet expense,56.39,GBP,m_bt,BT,4814,True,essential,1,1
txn_2819,2025-12-02,expense,subscriptions,Subscriptions expense,328.74,INR,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_2820,2025-04-13,expense,utilities,Utilities expense,458.59,USD,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2821,2025-05-30,expense,travel,Travel expense,262.21,INR,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_2822,2025-02-12,expense,groceries,Groceries expense,194.27,INR,m_sainsbury,Sainsbury's,5411,False,essential,0,1
txn_2823,2025-09-05,expense,utilities,Utilities expense,595.39,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2824,2025-05-28,expense,internet,Internet expense,499.09,GBP,m_bt,BT,4814,True,essential,1,1
txn_2825,2025-04-07,expense,mobile,Mobile expense,449.22,GBP,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2826,2025-10-20,expense,entertainment,Entertainment expense,30.68,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_2827,2025-01-15,income,interest,Interest payment,915.31,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2828,2025-10-03,income,dividend,Dividend payment,2191.14,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2829,2025-04-02,expense,dining,Dining expense,60.99,GBP,m_wagamama,Wagamama,5812,False,discretionary,0,0
txn_2830,2025-04-06,expense,groceries,Groceries expense,428.99,GBP,m_asda,ASDA,5411,False,essential,0,1
txn_2831,2025-09-11,income,salary,Salary payment,3703.93,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_2832,2025-04-16,expense,coffee,Coffee expense,4.83,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_2833,2025-05-04,expense,transport,Transport expense,592.28,GBP,m_nationalrail,National Rail,4112,False,essential,0,1
txn_2834,2025-04-27,expense,rent,Rent expense,95.25,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2835,2025-11-03,expense,travel,Travel expense,408.88,GBP,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_2836,2025-12-30,expense,dining,Dining expense,564.28,GBP,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_2837,2025-12-01,expense,travel,Travel expense,414.79,GBP,m_booking,Booking.com,7011,False,discretionary,0,0
txn_2838,2025-08-01,expense,coffee,Coffee expense,505.9,INR,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_2839,2025-04-08,expense,coffee,Coffee expense,360.88,INR,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_2840,2025-11-17,expense,entertainment,Entertainment expense,460.74,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_2841,2025-03-07,expense,groceries,Groceries expense,383.28,USD,m_asda,ASDA,5411,False,essential,0,1
txn_2842,2025-03-01,income,salary,Salary payment,896.76,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_2843,2025-06-17,income,interest,Interest payment,1282.27,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2844,2025-05-27,expense,groceries,Groceries expense,457.07,GBP,m_asda,ASDA,5411,False,essential,0,1
txn_2845,2025-07-22,expense,groceries,Groceries expense,333.74,USD,m_aldi,ALDI,5411,False,essential,0,1
txn_2846,2025-09-12,income,interest,Interest payment,2019.52,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2847,2025-02-27,expense,transport,Transport expense,52.0,INR,m_tfl,Transport for London,4111,False,essential,0,1
txn_2848,2025-12-22,expense,travel,Travel expense,369.96,USD,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_2849,2025-08-13,expense,mobile,Mobile expense,461.94,INR,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2850,2025-12-06,expense,subscriptions,Subscriptions expense,127.84,USD,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_2851,2025-06-12,income,freelance,Freelance payment,1497.12,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2852,2025-05-09,expense,utilities,Utilities expense,121.99,GBP,m_britishgas,British Gas,4900,True,essential,1,1
txn_2853,2025-11-26,income,freelance,Freelance payment,3797.92,INR,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2854,2025-09-16,income,freelance,Freelance payment,1476.38,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2855,2025-08-13,income,salary,Salary payment,3405.0,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_2856,2025-11-05,expense,transport,Transport expense,329.18,USD,m_tfl,Transport for London,4111,False,essential,0,1
txn_2857,2025-06-12,income,interest,Interest payment,2168.58,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_2858,2025-01-09,expense,entertainment,Entertainment expense,559.81,USD,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_2859,2025-07-09,income,freelance,Freelance payment,222.43,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_2860,2025-01-02,expense,subscriptions,Subscriptions expense,341.04,INR,m_google,Google,5734,True,discretionary,1,0
txn_2861,2025-04-25,expense,mobile,Mobile expense,328.26,GBP,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2862,2025-01-11,expense,mobile,Mobile expense,387.58,INR,m_vodafone,Vodafone,4814,True,essential,1,1
txn_2863,2025-05-25,expense,utilities,Utilities expense,546.32,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2864,2025-05-02,expense,shopping,Shopping expense,588.12,GBP,m_hm,H&M,5651,False,discretionary,0,0
txn_2865,2025-11-22,expense,utilities,Utilities expense,322.8,USD,m_britishgas,British Gas,4900,True,essential,1,1
txn_2866,2025-07-04,expense,health,Health expense,439.13,GBP,m_nhs,NHS,8099,False,essential,0,1
txn_2867,2025-07-18,expense,shopping,Shopping expense,444.52,USD,m_amazon,Amazon,5942,False,discretionary,0,0
txn_2868,2025-08-10,expense,rent,Rent expense,277.04,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_2869,2025-12-30,expense,travel,Travel expense,76.76,USD,m_ba,British Airways,4511,False,discretionary,0,0
txn_2870,2025-11-17,expense,travel,Travel expense,530.41,INR,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_2871,2025-08-24,expense,travel,Travel expense,279.18,INR,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_2872,2025-06-22,expense,transport,Transport expense,434.54,INR,m_bolt,Bolt,4121,False,essential,0,1
txn_2873,2025-04-16,expense,mobile,Mobile expense,118.37,USD,m_o2,O2,4814,True,essential,1,1
txn_2874,2025-12-04,expense,utilities,Utilities expense,329.83,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_2875,2025-07-29,expense,dining,Dining expense,236.91,GBP,m_wagamama,Wagamama,5812,False,discretionary,0,0
txn_2876,2025-08-29,income,bonus,Bonus payment,3637.77,INR,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_2877,2025-11-16,expense,dining,Dining expense,203.93,USD,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_2878,2025-03-22,expense,transport,Transport expense,566.03,INR,m_uber,Uber,4121,False,essential,0,1
